NAV-HEADER;Verkopen;;;;;;;;11527417;47;680;1287;FALSE
NAV-ITEM;Verkopen;Offertes;;;;;;;9478338;78;754;1289;FALSE
LABEL;Verkopen;Offertes;;;btn_search_find;;;;7960953;1677;64;1290;COMBOBOX
FIELD;Verkopen;Offertes;;;stb_relation_id;search_stb_search_item_frm;;;15791094;771;299;1287;EDIT
BUTTON;Verkopen;Offertes;;;onbekend;onbekend;;;15988216;730;362;1289;FALSE
FIELD;Verkopen;Offertes;;;stb_field_id;search_stb_search_item_frm;;;14936044;756;329;1287;EDIT
BUTTON;Verkopen;Offertes;;;onbekend;onbekend;;;16777215;710;410;1272;FALSE
FIELD;Verkopen;Offertes;;;item_operator;search_stb_search_item_frm;;;15659508;950;328;1275;EDIT
BUTTON;Verkopen;Offertes;;;onbekend;onbekend;;;15198958;941;351;1278;FALSE
FIELD;Verkopen;Offertes;;;criteria_integer_valuelist;search_stb_search_item_frm;;;15791094;1137;325;1291;EDIT
BUTTON;Verkopen;Offertes;;;onbekend;onbekend;;;16777215;1092;409;1278;FALSE
BUTTON;Verkopen;Offertes;;;btn_search;search_stb_search_tab;;;3421237;1322;814;1283;FALSE
BUTTON;Verkopen;Offertes;;;btn_detail;dd_sale_dd_sale_offer_lst;;;16777215;206;137;1286;FALSE
BUTTON;Verkopen;Offertes;;;btn_final;dd_sale_dd_sale_offer_pan;;;11772789;771;64;1285;FALSE
BUTTON;Verkopen;Offertes;;;onbekend;onbekend;;;14937078;927;552;1291;FALSE
SLUIT;66;94
