NAV-HEADER;Verkopen;;;;;;;;6319744;39;680;1276;FALSE
NAV-ITEM;Verkopen;Bestellingen;;;;;;;9095935;81;699;1279;FALSE
LABEL;Verkopen;Bestellingen;;;btn_search_find;;;;10987431;1682;65;1276;COMBOBOX
FIELD;Verkopen;Bestellingen;;;stb_relation_id;search_stb_search_item_frm;;;15593458;751;304;1283;EDIT
BUTTON;Verkopen;Bestellingen;;;onbekend;onbekend;;;14869738;753;345;1280;FALSE
FIELD;Verkopen;Bestellingen;;;stb_field_id;search_stb_search_item_frm;;;15790837;770;326;1278;EDIT
BUTTON;Verkopen;Bestellingen;;;onbekend;onbekend;;;16777215;756;425;1286;FALSE
FIELD;Verkopen;Bestellingen;;;item_operator;search_stb_search_item_frm;;;5648689;946;326;1278;EDIT
BUTTON;Verkopen;Bestellingen;;;onbekend;onbekend;;;15198958;935;351;1285;FALSE
FIELD;Verkopen;Bestellingen;;;criteria_integer_valuelist;search_stb_search_item_frm;;;15527665;1108;331;1291;EDIT
BUTTON;Verkopen;Bestellingen;;;onbekend;onbekend;;;14869738;1056;346;1284;FALSE
BUTTON;Verkopen;Bestellingen;;;btn_search;search_stb_search_tab;;;13619928;1299;814;1289;FALSE
BUTTON;Verkopen;Bestellingen;;;btn_detail;dd_sale_dd_sale_order_lst;;;16777215;208;140;1281;FALSE
BUTTON;Verkopen;Bestellingen;;;btn_edit;dd_sale_dd_sale_order_item_tbl;;;12040898;263;399;1287;FALSE
FIELD;Verkopen;Bestellingen;;;fld_inputField_tab_prod;dd_sale_dd_sale_order_new_dlg_lst_frm;;;16777215;605;561;1281;EDIT
INPUT;Verkopen;Bestellingen;;;fld_inputField_tab_prod;011030496;;;16777215;605;561;771;FALSE
KEY;Verkopen;Bestellingen;;;fld_inputField_tab_prod;ENTER;;;16777215;605;561;770;FALSE
BUTTON;Verkopen;Bestellingen;;;btn_save;dd_sale_dd_sale_order_new_dlg_frm_wiz2;;;16777215;661;307;1276;FALSE
TAB;Verkopen;Bestellingen;Communicatie;;;dd_sale_dd_sale_order_pan;2;3;16053751;295;357;1284;FALSE
FIELD;Verkopen;Bestellingen;Communicatie;;fld_email;dd_sale_dd_sale_order_communication_frm;2;3;14869738;450;427;1278;EDIT
INPUT;Verkopen;Bestellingen;Communicatie;;fld_email;noreply@zegro.nl;2;3;7253247;450;427;764;FALSE
KEY;Verkopen;Bestellingen;Communicatie;;fld_email;BACKSPACE;2;3;7253247;450;427;766;FALSE
FIELD;Verkopen;Bestellingen;Communicatie;;fld_copy_email;dd_sale_dd_sale_order_communication_frm;2;3;16777215;363;451;1281;EDIT
TAB;Verkopen;Bestellingen;Artikelen;;;dd_sale_dd_sale_order_pan;1;3;8871026;234;363;1284;FALSE
BUTTON;Verkopen;Bestellingen;Artikelen;;btn_send;dd_sale_dd_sale_order_pan;1;3;21405;698;64;1287;FALSE
BUTTON;Verkopen;Bestellingen;Artikelen;;onbekend;onbekend;1;3;15199990;931;550;1286;FALSE
SLUIT;111;341
