FIELD;;;;;tuesday;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;10264224;670;324;1319;EDIT
FIELD;;;;;fld_tue_delivery_route_req;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;15001836;750;326;1305;EDIT
BUTTON;;;;;onbekend;onbekend;;;16448250;779;648;1302;FALSE
FIELD;;;;;fld_wed_start_hour1;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;10728379;839;334;1306;EDIT
FIELD;;;;;fld_tue_start_hour1;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;14352383;845;326;1309;EDIT
INPUT;;;;;fld_tue_start_hour1;0100;;;7253247;845;326;772;FALSE
FIELD;;;;;fld_tue_end_hour1;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;9362175;911;323;1324;EDIT
INPUT;;;;;fld_tue_end_hour1;0200;;;0;911;323;785;FALSE
FIELD;;;;;fld_tue_start_hour2;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;16758374;1002;321;1313;EDIT
INPUT;;;;;fld_tue_start_hour2;0300;;;7253247;1002;321;772;FALSE
FIELD;;;;;fld_tue_end_hour2;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;0;1069;321;1315;EDIT
INPUT;;;;;fld_tue_end_hour2;0400;;;15266303;1069;321;773;FALSE
FIELD;;;;;fld_tue_extra_info;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;16777215;1132;323;1320;EDIT
INPUT;;;;;fld_tue_extra_info;cornerafstand;;;7187455;1132;323;785;FALSE
FIELD;;;;;saturday;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;15790836;675;415;1325;EDIT
FIELD;;;;;fld_sat_delivery_route_req;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;15791095;748;403;1327;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;764;804;1309;FALSE
FIELD;;;;;fld_sat_start1;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;7253247;845;404;1313;EDIT
INPUT;;;;;fld_sat_start1;0500;;;7253247;845;404;787;FALSE
FIELD;;;;;fld_sat_end_hour1;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;9362175;907;414;1321;EDIT
INPUT;;;;;fld_sat_end_hour1;0600;;;15269887;907;414;780;FALSE
FIELD;;;;;fld_sat_start2;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;16777142;993;408;1311;EDIT
INPUT;;;;;fld_sat_start2;0700;;;7187455;993;408;766;FALSE
FIELD;;;;;fld_sat_end_hour2;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;16758374;1056;414;1320;EDIT
INPUT;;;;;fld_sat_end_hour2;0800;;;7194623;1056;414;777;FALSE
FIELD;;;;;fld_sat_extra_info;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;16777215;1132;413;1312;EDIT
INPUT;;;;;fld_sat_extra_info;zaterdagroute;;;7187455;1132;413;787;FALSE
FIELD;;;;;key_agreement;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;12304068;728;503;1321;EDIT
FIELD;;;;;key_agreement;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;16777215;725;476;1316;EDIT
FIELD;;;;;shelve;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;12105912;916;475;1296;EDIT
FIELD;;;;;leave_containers;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;9803158;913;501;1312;EDIT
FIELD;;;;;stacking;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;14342874;1100;478;1317;EDIT
FIELD;;;;;fld_agreement_note;dd_cust_dd_cust_customer_new_dlg_frm_wiz2;;;16448250;938;599;1310;EDIT
INPUT;;;;;fld_agreement_note;Alle5deoptiesaangeklikt,ditishetopmerkingenveld;;;16448250;938;599;774;FALSE
SLUIT;141;140
