FIELD;;;;;visual_chk;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;1266;429;1312;EDIT
FIELD;;;;;temperature_chk;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;1266;451;1311;EDIT
FIELD;;;;;scan_chk;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;10790052;1062;449;1319;EDIT
FIELD;;;;;backorder_chk;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;1063;472;1319;EDIT
FIELD;;;;;-NO-NAME-;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16711422;1069;534;1328;EDIT
KEY;;;;;-NO-NAME-;BACKSPACE;;;9164537;1069;534;774;FALSE
INPUT;;;;;-NO-NAME-;NLRABO2;;;12171775;1069;534;783;FALSE
FIELD;;;;;-NO-NAME-;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;15856887;1129;557;1317;EDIT
BUTTON;;;;;onbekend;onbekend;;;16777215;1108;601;1329;FALSE
FIELD;;;;;-NO-NAME-;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;15988472;1237;554;1316;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;1236;642;1331;FALSE
FIELD;;;;;auto_payment_chk;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;8290436;1062;579;1308;EDIT
FIELD;;;;;-NO-NAME-;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;1084;602;1320;EDIT
INPUT;;;;;-NO-NAME-;123456;;;7253247;1084;602;784;FALSE
FIELD;;;;;fld_pricesetting_req;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;10856103;1065;622;1322;EDIT
FIELD;;;;;fld_warehouseLocation_req;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;14869219;1063;659;1322;EDIT
SLUIT;68;63
