NAV-HEADER;Inkopen;;;;;;;;6266579;50;521;1281;FALSE
NAV-ITEM;Inkopen;Ontvangsten;;;;;;;9095935;113;559;1280;FALSE
LABEL;Inkopen;Ontvangsten;;;btn_search_find;;;;16777215;1679;63;1286;COMBOBOX
FIELD;Inkopen;Ontvangsten;;;stb_relation_id;search_stb_search_item_frm;;;15856887;787;298;1277;EDIT
BUTTON;Inkopen;Ontvangsten;;;onbekend;onbekend;;;15988216;770;362;1276;FALSE
FIELD;Inkopen;Ontvangsten;;;stb_field_id;search_stb_search_item_frm;;;15856887;799;324;1284;EDIT
BUTTON;Inkopen;Ontvangsten;;;onbekend;onbekend;;;16777215;773;450;1280;FALSE
BUTTON;Inkopen;Ontvangsten;;;onbekend;onbekend;;;15790837;969;326;1290;FALSE
BUTTON;Inkopen;Ontvangsten;;;onbekend;onbekend;;;14869738;986;346;1284;FALSE
FIELD;Inkopen;Ontvangsten;;;criteria_integer_valuelist;search_stb_search_item_frm;;;15856887;1074;324;1291;EDIT
BUTTON;Inkopen;Ontvangsten;;;onbekend;onbekend;;;16777215;1074;372;1282;FALSE
BUTTON;Inkopen;Ontvangsten;;;btn_search;search_stb_search_tab;;;14474980;1314;819;1288;FALSE
BUTTON;Inkopen;Ontvangsten;;;btn_detail;dd_pur_dd_pur_reception_lst;;;7908077;203;135;1285;FALSE
BUTTON;Inkopen;Ontvangsten;;;btn_ready;dd_pur_dd_pur_reception_pan;;;11187914;783;58;1292;FALSE
NAV-ITEM;Inkopen;Ontvangsten;;;;;;;16777191;98;559;1276;FALSE
BUTTON;Inkopen;Ontvangsten;;;btn_refresh;dd_pur_dd_pur_reception_lst_frm;;;10727102;472;55;1279;FALSE
SLUIT;69;108
