BUTTON;;;;;onbekend;onbekend;;;15396079;717;309;1302;FALSE
BUTTON;;;;;btn_next;dd_prod_dd_prod_product_new_dlg_frm_wiz1;;;15921908;594;196;1301;FALSE
FIELD;;;;;fld_description_brand;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;697;267;1328;EDIT
BUTTON;;;;;onbekend;onbekend;;;15593715;688;312;1309;FALSE
BUTTON;;;;;onbekend;onbekend;;;15988472;672;371;1310;FALSE
FIELD;;;;;fld_supplierCode_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16711422;774;337;1319;EDIT
FIELD;;;;;fld_package;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;736;320;1321;EDIT
FIELD;;;;;fld_price_setting_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;7614805;711;381;1329;EDIT
BUTTON;;;;;onbekend;onbekend;;;14804457;724;402;1316;FALSE
FIELD;;;;;fld_price_setting_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15988216;733;371;1323;EDIT
BUTTON;;;;;onbekend;onbekend;;;15199216;726;419;1324;FALSE
FIELD;;;;;fld_price_setting_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15067116;725;382;1324;EDIT
FIELD;;;;;fld_price_setting_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15593458;738;379;1320;EDIT
BUTTON;;;;;onbekend;onbekend;;;16054009;728;414;1311;FALSE
FIELD;;;;;fld_price_setting_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;7680342;703;380;1325;EDIT
BUTTON;;;;;onbekend;onbekend;;;15791352;704;412;1322;FALSE
FIELD;;;;;fld_stock_type_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15527665;716;424;1309;EDIT
BUTTON;;;;;onbekend;onbekend;;;15856887;702;461;1326;FALSE
FIELD;;;;;fld_stock_type_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15790837;689;419;1305;EDIT
BUTTON;;;;;onbekend;onbekend;;;9950709;685;462;1317;FALSE
KEY;;;;;onbekend;ALTTAB;;;16777215;685;462;776;FALSE
KEY;;;;;onbekend;BACKSPACE;;;9621489;685;462;777;FALSE
KEY;;;;;onbekend;BACKSPACE;;;9621489;685;462;774;FALSE
FIELD;;;;;fld_assort_chapter_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;1171;260;1345;EDIT
BUTTON;;;;;onbekend;onbekend;;;15659509;1158;352;1315;FALSE
FIELD;;;;;fld_ean_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;915;396;1327;EDIT
FIELD;;;;;fld_type;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15593458;820;401;1321;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;791;449;1314;FALSE
