NAV-HEADER;Leveranciers;;;;;;;;9934743;11;178;1310;FALSE
NAV-ITEM;Leveranciers;Leverancier;;;;;;;9281216;57;195;1315;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_new;dd_sup_dd_sup_supplier_lst_frm;;;10990477;694;64;1322;FALSE
INPUT;Leveranciers;Leverancier;;;btn_new;leverancier_uitgebreid;;;11714198;694;64;769;FALSE
KEY;Leveranciers;Leverancier;;;btn_new;TAB;;;11714198;694;64;771;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_nextStep;dd_sup_dd_sup_supplier_new_dlg_frm_wiz1;;;14006139;604;162;1319;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_save;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;14803945;601;161;1325;FALSE
FIELD;Leveranciers;Leverancier;;;fld_street_req;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;678;268;1318;EDIT
INPUT;Leveranciers;Leverancier;;;fld_street_req;adresstraat;;;0;678;268;785;FALSE
FIELD;Leveranciers;Leverancier;;;fld_street_nr_req;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;790;267;1318;EDIT
INPUT;Leveranciers;Leverancier;;;fld_street_nr_req;12;;;16448250;790;267;780;FALSE
FIELD;Leveranciers;Leverancier;;;-NO-NAME-;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;851;262;1327;EDIT
INPUT;Leveranciers;Leverancier;;;-NO-NAME-;b;;;16448250;851;262;783;FALSE
FIELD;Leveranciers;Leverancier;;;fld_zipcode_req;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;658;286;1333;EDIT
INPUT;Leveranciers;Leverancier;;;fld_zipcode_req;1742gb;;;7253247;658;286;789;FALSE
KEY;Leveranciers;Leverancier;;;fld_zipcode_req;TAB;;;9362175;658;286;776;FALSE
FIELD;Leveranciers;Leverancier;;;fld_phonenumber;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;677;332;1322;EDIT
INPUT;Leveranciers;Leverancier;;;fld_phonenumber;0613993564;;;16770303;677;332;778;FALSE
FIELD;Leveranciers;Leverancier;;;fld_faxnumber;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;660;359;1322;EDIT
INPUT;Leveranciers;Leverancier;;;fld_faxnumber;fax;;;16448250;660;359;789;FALSE
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;16777215;665;371;1322;FALSE
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;16777215;669;371;1319;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;16777215;669;371;787;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;BACKSPACE;;;16777215;669;371;783;FALSE
INPUT;Leveranciers;Leverancier;;;onbekend;03021523434;;;16777215;669;371;790;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;16777215;669;371;787;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;BACKSPACE;;;16448250;669;371;769;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;16448250;669;371;775;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;BACKSPACE;;;16777215;690;354;783;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;16777215;690;354;774;FALSE
FIELD;Leveranciers;Leverancier;;;fld_faxnumber;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777142;688;350;1326;EDIT
INPUT;Leveranciers;Leverancier;;;fld_faxnumber;+31(0)224215071;;;7187455;688;350;779;FALSE
FIELD;Leveranciers;Leverancier;;;-NO-NAME-;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;667;374;1319;EDIT
INPUT;Leveranciers;Leverancier;;;-NO-NAME-;www.website.nl;;;16777215;667;374;790;FALSE
FIELD;Leveranciers;Leverancier;;;fld_vatNumber;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;651;441;1322;EDIT
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;15199216;644;486;1342;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;ENTER;;;15921906;223;1;783;FALSE
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;15198958;567;431;1334;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;BACKSPACE;;;15198958;567;431;780;FALSE
FIELD;Leveranciers;Leverancier;;;fld_vatNumber;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;724;438;1326;EDIT
INPUT;Leveranciers;Leverancier;;;fld_vatNumber;NL001234567B01;;;16448250;724;438;780;FALSE
KEY;Leveranciers;Leverancier;;;fld_vatNumber;BACKSPACE;;;3423558;305;530;803;FALSE
KEY;Leveranciers;Leverancier;;;fld_vatNumber;BACKSPACE;;;3423558;305;530;795;FALSE
KEY;Leveranciers;Leverancier;;;fld_vatNumber;BACKSPACE;;;3423558;305;530;787;FALSE
KEY;Leveranciers;Leverancier;;;fld_vatNumber;BACKSPACE;;;3423558;305;530;795;FALSE
KEY;Leveranciers;Leverancier;;;fld_vatNumber;UP;;;3423558;305;530;783;FALSE
KEY;Leveranciers;Leverancier;;;fld_vatNumber;BACKSPACE;;;3423558;305;530;786;FALSE
KEY;Leveranciers;Leverancier;;;fld_vatNumber;DOWN;;;8818328;305;530;783;FALSE
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;15593458;643;488;1335;FALSE
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;15593458;670;488;1314;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;16448250;759;439;795;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;16448250;759;439;791;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;16777215;759;439;781;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;16777215;759;439;785;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;BACKSPACE;;;16777215;759;439;789;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;ENTER;;;15921906;423;20;797;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;15198958;579;436;790;FALSE
KEY;Leveranciers;Leverancier;;;onbekend;TAB;;;15198958;579;436;791;FALSE
FIELD;Leveranciers;Leverancier;;;fld_legal_form;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;15659508;642;485;1319;EDIT
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;15198958;643;526;1323;FALSE
FIELD;Leveranciers;Leverancier;;;fld_email;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;648;548;1328;EDIT
