FIELD;;;;;tuesday;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;12041152;693;747;1305;EDIT
FIELD;;;;;fld_week_tues;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;15527924;706;764;1308;EDIT
FIELD;;;;;fld_time_tues;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;16777215;704;794;1319;EDIT
INPUT;;;;;fld_time_tues;0900;;;7253247;704;794;784;FALSE
FIELD;;;;;thursday;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;7829625;796;747;1323;EDIT
FIELD;;;;;fld_week_thu;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;13298158;807;768;1323;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;815;847;1323;FALSE
FIELD;;;;;fld_time_thurs;dd_sup_dd_sup_supplier_new_dlg_frm_wiz2;;;6684729;826;787;1322;EDIT
BUTTON;;;;;onbekend;onbekend;;;15527148;741;780;1320;FALSE
KEY;;;;;onbekend;BACKSPACE;;;15527148;741;780;789;FALSE
KEY;;;;;onbekend;BACKSPACE;;;15527148;741;780;783;FALSE
INPUT;;;;;onbekend;1000;;;15198183;741;780;770;FALSE
SLUIT;50;54

