NAV-HEADER;Kassa;;;;;;;;16514043;10;366;1293;FALSE
NAV-ITEM;Kassa;Kassatouchscreen;;;;;;;7636909;81;392;1303;FALSE
NAV-ITEM;Kassa;Kassatouchscreen;;;;;;;15519433;76;384;1305;FALSE
NAV-ITEM;Kassa;Kassatoetsenbord;;;;;;;5332082;72;407;1319;FALSE
NAV-ITEM;Kassa;Kassatouchscreen;;;;;;;4739945;77;390;1304;FALSE
NAV-ITEM;Kassa;Emballage;;;;;;;4879542;75;426;1315;FALSE
NAV-ITEM;Kassa;Kassatoetsenbord;;;;;;;15387588;87;406;1302;FALSE
NAV-ITEM;Kassa;Kassatouchscreen;;;;;;;16777189;94;389;1305;FALSE
NAV-ITEM;Kassa;Kassatouchscreen;;;;;;;16777215;96;388;1321;FALSE
BUTTON;Kassa;Kassatouchscreen;;;BTN_customerSearch;dd_cash_cash_register_buttons_right;;;10862820;1848;403;1319;FALSE
FIELD;Kassa;Kassatouchscreen;;;fld_customer_name;dd_cash_dd_cust_customer_tbl;;;11128314;387;516;1320;EDIT
BUTTON;Kassa;Kassatouchscreen;;;BTN_productSearch;dd_cash_cash_register_buttons_right;;;13300146;1681;401;1303;FALSE
FIELD;Kassa;Kassatouchscreen;;;fld_full_description;dd_cash_dd_prod_product_searchNumber_tbl;;;9876729;472;545;2500;EDIT
BUTTON;Kassa;Kassatouchscreen;;;onbekend;onbekend;;;16777215;773;445;1315;FALSE
BUTTON;Kassa;Kassatouchscreen;;;BTN_checkout;dd_cash_cash_register_buttons_top;;;11060196;1176;261;1319;FALSE
BUTTON;Kassa;Kassatouchscreen;;;BTN_ok;dd_cash_cash_register_buttons_top;;;11861939;1439;263;1307;FALSE
BUTTON;Kassa;Kassatouchscreen;;;btn_type2;dd_cash_dd_cash_payment_type_invoice_frm;;;10862820;503;402;1311;FALSE
BUTTON;Kassa;Kassatouchscreen;;;BTN_ok;dd_cash_cash_register_buttons_top;;;10731492;1431;255;1312;FALSE
KEY;Kassa;Kassatouchscreen;;;BTN_ok;ALTTAB;;;1710617;1693;726;779;FALSE
SLUIT;97;186
