FIELD;;;;;fld_shelfcard_type_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15461616;659;468;1321;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;702;525;1317;FALSE
FIELD;;;;;fld_assort_chapter_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;1243;269;1313;EDIT
FIELD;;;;;fld_assort_title_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;1210;287;1309;EDIT
BUTTON;;;;;onbekend;onbekend;;;16777215;1161;309;1304;FALSE
BUTTON;;;;;onbekend;onbekend;;;15198958;1157;366;1318;FALSE
LABEL;;;;;BTN_quickSearchc;;;;11514804;1386;309;1329;COMBOBOX
BUTTON;;;;;onbekend;onbekend;;;16777215;1534;232;1310;FALSE
BUTTON;;;;;onbekend;onbekend;;;15593459;983;791;1484;FALSE
FIELD;;;;;fld_assort_assortment_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;1187;307;1322;EDIT
KEY;;;;;fld_assort_assortment_req;DOWN;;;16448250;1187;307;770;FALSE
BUTTON;;;;;onbekend;onbekend;;;16054009;1213;371;1315;FALSE
FIELD;;;;;fld_buyer;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15791094;1211;352;1317;EDIT
BUTTON;;;;;onbekend;onbekend;;;15988216;1171;617;1309;FALSE
FIELD;;;;;fld_buyerc;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15527923;1309;353;1331;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;1346;399;1322;FALSE
FIELD;;;;;cmb_deposit_code;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15396080;1327;380;1318;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;1284;509;1321;FALSE
FIELD;;;;;fld_vatcode_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15462130;1268;401;1321;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;1251;439;1329;FALSE
FIELD;;;;;fld_vatcode_req;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15265008;1277;401;1321;EDIT
BUTTON;;;;;onbekend;onbekend;;;15198958;1228;461;1316;FALSE
FIELD;;;;;fld_order_amount;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;16777215;1152;425;1333;EDIT
INPUT;;;;;fld_order_amount;24;;;16448250;1160;419;768;FALSE
BUTTON;;;;;btn_save;dd_prod_dd_prod_product_new_dlg_frm_wiz2;;;15527409;586;195;1308;FALSE
