NAV-HEADER;Leveranciers;;;;;;;;6319744;64;456;1273;FALSE
NAV-ITEM;Leveranciers;Leverancier;;;;;;;16777167;101;479;1282;FALSE
LABEL;Leveranciers;Leverancier;;;btn_search_find;;;;16777215;1681;61;1280;COMBOBOX
FIELD;Leveranciers;Leverancier;;;stb_relation_id;search_stb_search_item_frm;;;15659508;754;301;1277;EDIT
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;16777215;741;380;1287;FALSE
FIELD;Leveranciers;Leverancier;;;stb_field_id;search_stb_search_item_frm;;;15593715;785;329;1296;EDIT
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;16777215;762;385;1275;FALSE
FIELD;Leveranciers;Leverancier;;;item_operator;search_stb_search_item_frm;;;15922423;929;323;1276;EDIT
BUTTON;Leveranciers;Leverancier;;;onbekend;onbekend;;;16777215;933;386;1278;FALSE
FIELD;Leveranciers;Leverancier;;;criteria_text;search_stb_search_item_frm;;;16777215;1075;323;1281;EDIT
INPUT;Leveranciers;Leverancier;;;criteria_text;testkla;;;16777215;1075;323;774;FALSE
KEY;Leveranciers;Leverancier;;;criteria_text;BACKSPACE;;;16777215;1261;227;768;FALSE
KEY;Leveranciers;Leverancier;;;criteria_text;BACKSPACE;;;16777215;1261;227;770;FALSE
KEY;Leveranciers;Leverancier;;;criteria_text;BACKSPACE;;;16777215;1183;328;765;FALSE
INPUT;Leveranciers;Leverancier;;;criteria_text;testlever;;;16777215;1183;328;760;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_search;search_stb_search_tab;;;14606566;1328;820;1290;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_detail;dd_sup_dd_sup_supplier_lst;;;16777215;205;137;1286;FALSE
TAB;Leveranciers;Leverancier;Bestelformulier;;;dd_sup_dd_sup_supplier_pan;3;11;15724787;444;369;1287;FALSE
BUTTON;Leveranciers;Leverancier;Bestelformulier;;-NO-NAME-;dd_sup_dd_sup_orderform_tbl;3;11;8439531;315;419;1291;FALSE
BUTTON;Leveranciers;Leverancier;Bestelformulier;;onbekend;onbekend;3;11;16777215;971;554;1280;FALSE
SLUIT;84;111
