NAV-HEADER;Leveranciers;;;;;;;;16579836;49;460;1290;FALSE
NAV-ITEM;Leveranciers;Leverancier;;;;;;;15387588;92;478;1273;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_detail;dd_sup_dd_sup_supplier_lst;;;16777215;205;140;1292;FALSE
TAB;Leveranciers;Leverancier;Communicatie;;;dd_sup_dd_sup_supplier_pan;2;11;15593458;344;370;1271;FALSE
BUTTON;Leveranciers;Leverancier;Communicatie;;onbekend;onbekend;2;11;5201523;234;409;1288;FALSE
BUTTON;Leveranciers;Leverancier;Communicatie;;btn_new_single;dd_core_dd_core_address_tbl;2;11;14540772;292;460;1290;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;;fld_address_type_req;dd_core_dd_core_address_new_dlg;2;11;15461872;1040;432;1294;EDIT
BUTTON;Leveranciers;Leverancier;Communicatie;;onbekend;onbekend;2;11;16777215;1032;448;1280;FALSE
INPUT;Leveranciers;Leverancier;Communicatie;;fld_description;Bedrijf;2;11;16777215;1032;448;778;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;;fld_street_req;dd_core_dd_core_address_new_dlg;2;11;16777215;870;468;1272;EDIT
FIELD;Leveranciers;Leverancier;Communicatie;;fld_street_nr_req;dd_core_dd_core_address_new_dlg;2;11;16777215;1029;471;1286;EDIT
INPUT;Leveranciers;Leverancier;Communicatie;;fld_street_nr_req;40;2;11;16777215;1029;471;772;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;;fld_zipcode_req;dd_core_dd_core_address_new_dlg;2;11;16777215;868;494;1283;EDIT
INPUT;Leveranciers;Leverancier;Communicatie;;fld_zipcode_req;3555tz;2;11;7191039;868;494;765;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;;fld_main_adress_chk;dd_core_dd_core_address_new_dlg;2;11;15725044;857;539;1280;EDIT
BUTTON;Leveranciers;Leverancier;Communicatie;;btn_save;dd_core_dd_core_address_new_dlg;2;11;12501960;809;381;1287;FALSE
NAV-ITEM;Leveranciers;Leverancier;;;;;;;9478338;79;474;1286;FALSE
NAV-HEADER;Leveranciers;;;;;;;;16448250;52;453;1278;FALSE
NAV-ITEM;Leveranciers;Leverancier;;;;;;;10004680;80;471;1280;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_refresh;dd_sup_dd_sup_supplier_lst_frm;;;11648206;469;69;1289;FALSE
SLUIT;86;118
