NAV-HEADER;Leveranciers;;;;;;;;16448250;66;454;1281;FALSE
NAV-ITEM;Leveranciers;Leverancier;;;;;;;7768751;105;483;1274;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_detail;dd_sup_dd_sup_supplier_lst;;;16777215;203;140;1273;FALSE
TAB;Leveranciers;Leverancier;Communicatie;;;dd_sup_dd_sup_supplier_pan;2;11;15061681;346;376;1281;FALSE
SUB-TAB;Leveranciers;Leverancier;Communicatie;Personen;;dd_sup_dd_sup_supplier_communication_tab;2;2;16251129;308;401;1286;FALSE
BUTTON;Leveranciers;Leverancier;Communicatie;Personen;onbekend;onbekend;2;2;16119543;307;402;1270;FALSE
BUTTON;Leveranciers;Leverancier;Communicatie;Personen;btn_new_single;dd_core_dd_core_contact_tbl;2;2;13027535;273;451;2500;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;Personen;fld_comm_type_req;dd_core_dd_core_contact_new_dlg;2;2;15922423;893;422;1275;EDIT
BUTTON;Leveranciers;Leverancier;Communicatie;Personen;onbekend;onbekend;2;2;15791094;894;446;1278;FALSE
BUTTON;Leveranciers;Leverancier;Communicatie;Personen;onbekend;onbekend;2;2;16448250;874;472;1275;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;Personen;fld_first_name;dd_core_dd_core_contact_new_dlg;2;2;16777215;868;468;1280;EDIT
INPUT;Leveranciers;Leverancier;Communicatie;Personen;fld_first_name;Anton;2;2;7253247;868;468;763;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;Personen;-NO-NAME-;dd_core_dd_core_contact_new_dlg;2;2;16777215;862;497;1273;EDIT
INPUT;Leveranciers;Leverancier;Communicatie;Personen;-NO-NAME-;de;2;2;16777215;862;497;773;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;Personen;fld_last_name_req;dd_core_dd_core_contact_new_dlg;2;2;16777215;859;513;1283;EDIT
INPUT;Leveranciers;Leverancier;Communicatie;Personen;fld_last_name_req;Contact;2;2;16777215;859;513;771;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;Personen;-NO-NAME-;dd_core_dd_core_contact_new_dlg;2;2;16777215;862;597;1290;EDIT
KEY;Leveranciers;Leverancier;Communicatie;Personen;-NO-NAME-;BACKSPACE;2;2;16777215;862;597;772;FALSE
INPUT;Leveranciers;Leverancier;Communicatie;Personen;-NO-NAME-;albert@distridata.nl;2;2;7253247;862;597;763;FALSE
FIELD;Leveranciers;Leverancier;Communicatie;Personen;fld_main_contact_chk;dd_core_dd_core_contact_new_dlg;2;2;15066856;853;626;1278;EDIT
BUTTON;Leveranciers;Leverancier;Communicatie;Personen;btn_save;dd_core_dd_core_contact_new_dlg;2;2;7569301;797;378;1282;FALSE
NAV-ITEM;Leveranciers;Leverancier;;;;;;;16777215;106;474;1279;FALSE
NAV-HEADER;Leveranciers;;;;;;;;16448250;76;451;1273;FALSE
NAV-ITEM;Leveranciers;Leverancier;;;;;;;15532031;88;476;1296;FALSE
BUTTON;Leveranciers;Leverancier;;;btn_refresh;dd_sup_dd_sup_supplier_lst_frm;;;19088;460;67;1288;FALSE
SLUIT;111;167
