NAV-HEADER;Klanten;;;;;;;;11527417;50;298;1284;FALSE
NAV-ITEM;Klanten;Klanten;;;;;;;16777193;90;316;1273;FALSE
BUTTON;Klanten;Klanten;;;btn_new_single;dd_cust_dd_cust_customer_lst_frm;;;11714254;683;70;1280;FALSE
BUTTON;Klanten;Klanten;;;btn_save;dd_cust_dd_cust_customer_new_dlg_frm_wiz1;;;12903914;675;249;1272;FALSE
FIELD;Klanten;Klanten;;;fld_customerName_req;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;725;295;1288;EDIT
KEY;Klanten;Klanten;;;fld_customerName_req;BACKSPACE;;;16777215;725;295;768;FALSE
INPUT;Klanten;Klanten;;;fld_customerName_req;Testklant;;;12171775;725;295;770;FALSE
FIELD;Klanten;Klanten;;;-NO-NAME-;dd_cust_dd_cust_customer_new_dlg_frm;;;15659508;1097;298;1298;EDIT
BUTTON;Klanten;Klanten;;;onbekend;onbekend;;;15198958;1092;318;1290;FALSE
FIELD;Klanten;Klanten;;;fld_subBranche;dd_cust_dd_cust_customer_new_dlg_frm;;;15199216;1205;296;1282;EDIT
FIELD;Klanten;Klanten;;;fld_subBranche;dd_cust_dd_cust_customer_new_dlg_frm;;;15133421;1267;302;1281;EDIT
BUTTON;Klanten;Klanten;;;onbekend;onbekend;;;16119285;1227;337;1286;FALSE
FIELD;Klanten;Klanten;;;fld_standard_zipcode;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;716;344;1297;EDIT
INPUT;Klanten;Klanten;;;fld_standard_zipcode;3555tz;;;16448250;716;344;761;FALSE
FIELD;Klanten;Klanten;;;fld_standard_addressNumber;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;1226;347;1295;EDIT
INPUT;Klanten;Klanten;;;fld_standard_addressNumber;40;;;16448250;1226;347;787;FALSE
BUTTON;Klanten;Klanten;;;onbekend;onbekend;;;9014156;1057;370;1293;FALSE
FIELD;Klanten;Klanten;;;fld_dd_cust_invoice_zipcode;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;721;426;1293;EDIT
INPUT;Klanten;Klanten;;;fld_dd_cust_invoice_zipcode;3555tz;;;16777215;721;426;769;FALSE
FIELD;Klanten;Klanten;;;fld_dd_cust_invoice_streetNumber;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;1226;428;1274;EDIT
INPUT;Klanten;Klanten;;;fld_dd_cust_invoice_streetNumber;40;;;16448250;1226;428;772;FALSE
FIELD;Klanten;Klanten;;;fld_dd_cust_delivery_zipcodec;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;702;503;1288;EDIT
INPUT;Klanten;Klanten;;;fld_dd_cust_delivery_zipcodec;3555tz;;;16777215;702;503;776;FALSE
FIELD;Klanten;Klanten;;;fld_dd_cust_delivery_addressNumber;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;1229;513;1271;EDIT
INPUT;Klanten;Klanten;;;fld_dd_cust_delivery_addressNumber;40;;;16777215;1229;513;764;FALSE
FIELD;Klanten;Klanten;;;fld_charterer_namec;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;806;590;1291;EDIT
INPUT;Klanten;Klanten;;;fld_charterer_namec;Bert;;;16777215;806;590;775;FALSE
FIELD;Klanten;Klanten;;;fld_charterer_namecc;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;1035;587;1271;EDIT
INPUT;Klanten;Klanten;;;fld_charterer_namecc;;;;16448250;1035;587;781;FALSE
FIELD;Klanten;Klanten;;;fld_charterer_nameccc;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;1211;591;1281;EDIT
INPUT;Klanten;Klanten;;;fld_charterer_nameccc;Besteller;;;7187455;1211;591;784;FALSE
FIELD;Klanten;Klanten;;;fld_charterer_phonec;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;835;612;1286;EDIT
INPUT;Klanten;Klanten;;;fld_charterer_phonec;0612121212;;;16777215;835;612;778;FALSE
FIELD;Klanten;Klanten;;;fld_charterer_mailc;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;1043;613;1279;EDIT
INPUT;Klanten;Klanten;;;fld_charterer_mailc;albert@distridata.nl;;;10544383;1043;613;770;FALSE
FIELD;Klanten;Klanten;;;fld_contact_firstname;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;704;689;1280;EDIT
INPUT;Klanten;Klanten;;;fld_contact_firstname;Cor;;;16777215;704;689;786;FALSE
FIELD;Klanten;Klanten;;;fld_contact_suffix;dd_cust_dd_cust_customer_new_dlg_frm;;;16777215;1029;695;1286;EDIT
INPUT;Klanten;Klanten;;;fld_contact_suffix;de;;;16448250;1029;695;766;FALSE
